customer_id,month,plan,mrr_usd,churned,sessions_per_week,features_used_count,support_tickets,nps_score,company_size,industry,tenure_months,seat_count
CUS-00017,2024-08,pro,143.4,1,6,10,2,36,1-10,other,8,13
CUS-00017,2024-09,pro,144.09,0,9,15,1,44,1-10,other,9,13
CUS-00017,2024-10,pro,144.79,0,5,9,2,35,1-10,other,10,13
CUS-00017,2024-11,pro,145.48,0,9,12,1,39,1-10,other,11,13
CUS-00017,2024-12,pro,146.17,0,7,2,0,35,1-10,other,12,13
CUS-00018,2024-01,starter,51.14,0,2,2,0,28,11-50,fintech,5,3
CUS-00018,2024-02,starter,51.4,0,2,8,3,35,11-50,fintech,6,3
CUS-00018,2024-03,starter,51.65,0,1,3,0,20,11-50,fintech,7,3
CUS-00018,2024-04,starter,51.91,0,1,4,1,31,11-50,fintech,8,3
CUS-00018,2024-05,starter,52.17,0,4,8,0,24,11-50,fintech,9,3
CUS-00018,2024-06,starter,52.42,0,1,1,1,29,11-50,fintech,10,3
CUS-00018,2024-07,starter,52.68,0,2,3,0,19,11-50,fintech,11,3
CUS-00018,2024-08,starter,52.93,0,8,8,0,16,11-50,fintech,12,3
CUS-00018,2024-09,starter,53.19,0,3,3,2,27,11-50,fintech,13,3
CUS-00018,2024-10,starter,53.44,0,5,6,0,26,11-50,fintech,14,3
CUS-00018,2024-11,starter,53.7,0,3,3,0,13,11-50,fintech,15,3
CUS-00018,2024-12,starter,53.96,1,2,5,2,14,11-50,fintech,16,3
CUS-00019,2024-01,pro,142.49,0,8,10,0,47,11-50,other,9,12
CUS-00019,2024-02,pro,143.2,0,8,12,2,44,11-50,other,10,12
CUS-00019,2024-03,pro,143.91,0,6,6,0,36,11-50,other,11,12
CUS-00019,2024-04,pro,144.63,0,7,7,0,39,11-50,other,12,12
CUS-00019,2024-05,pro,145.34,0,4,4,0,38,11-50,other,13,12
CUS-00019,2024-06,pro,146.05,0,5,4,2,42,11-50,other,14,12
CUS-00019,2024-07,pro,146.76,1,4,6,2,45,11-50,other,15,12
CUS-00019,2024-08,pro,147.48,0,11,19,0,47,11-50,other,16,12
CUS-00019,2024-09,pro,148.19,0,7,11,0,42,11-50,other,17,12
CUS-00019,2024-10,pro,148.9,0,2,6,1,42,11-50,other,18,12
CUS-00019,2024-11,pro,149.61,0,7,6,1,45,11-50,other,19,12
CUS-00019,2024-12,pro,150.33,0,7,12,1,40,11-50,other,20,12
CUS-00020,2024-01,starter,47.08,0,6,7,0,20,1-10,fintech,4,3
CUS-00020,2024-02,starter,47.32,0,2,2,0,23,1-10,fintech,5,3
CUS-00020,2024-03,starter,47.55,0,3,3,0,26,1-10,fintech,6,3
CUS-00020,2024-04,starter,47.79,0,1,3,1,25,1-10,fintech,7,3
CUS-00020,2024-05,starter,48.02,0,1,0,0,37,1-10,fintech,8,3
CUS-00020,2024-06,starter,48.26,0,7,5,0,21,1-10,fintech,9,3
CUS-00020,2024-07,starter,48.5,0,4,3,2,18,1-10,fintech,10,3
CUS-00020,2024-08,starter,48.73,0,3,6,0,30,1-10,fintech,11,3
CUS-00020,2024-09,starter,48.97,1,2,3,2,24,1-10,fintech,12,3
CUS-00020,2024-10,starter,49.2,0,1,3,0,19,1-10,fintech,13,3
CUS-00020,2024-11,starter,49.44,0,1,3,1,31,1-10,fintech,14,3
CUS-00020,2024-12,starter,49.67,0,2,4,1,20,1-10,fintech,15,3
CUS-00021,2024-01,pro,180.06,0,7,7,2,30,51-200,SaaS,1,6
CUS-00021,2024-02,pro,180.96,0,5,4,0,32,51-200,SaaS,2,6
CUS-00021,2024-03,pro,181.86,0,6,6,2,32,51-200,SaaS,3,6
CUS-00021,2024-04,pro,182.76,0,7,8,1,37,51-200,SaaS,4,6
CUS-00021,2024-05,pro,183.66,0,9,14,0,28,51-200,SaaS,5,6
CUS-00021,2024-06,pro,184.56,0,6,7,0,33,51-200,SaaS,6,6
CUS-00021,2024-07,pro,185.46,0,12,17,1,27,51-200,SaaS,7,6
CUS-00021,2024-08,pro,186.36,0,11,15,2,36,51-200,SaaS,8,6
CUS-00021,2024-09,pro,187.26,0,5,6,1,37,51-200,SaaS,9,6
CUS-00021,2024-10,pro,188.16,0,6,5,0,36,51-200,SaaS,10,6
CUS-00021,2024-11,pro,189.06,0,6,12,3,29,51-200,SaaS,11,6
CUS-00021,2024-12,pro,189.96,0,6,7,2,25,51-200,SaaS,12,6
CUS-00022,2024-01,starter,64.3,0,1,5,0,23,1-10,SaaS,22,2
CUS-00022,2024-02,starter,64.62,0,2,3,1,17,1-10,SaaS,23,2
CUS-00022,2024-03,starter,64.95,0,0,1,1,9,1-10,SaaS,24,2
CUS-00022,2024-04,starter,65.27,0,4,5,1,15,1-10,SaaS,25,2
CUS-00022,2024-05,starter,65.59,0,6,5,0,15,1-10,SaaS,26,2
CUS-00022,2024-06,starter,65.91,0,5,8,0,21,1-10,SaaS,27,2
CUS-00022,2024-07,starter,66.23,1,1,1,6,20,1-10,SaaS,28,2
CUS-00022,2024-08,starter,66.55,0,5,4,0,20,1-10,SaaS,29,2
CUS-00022,2024-09,starter,66.87,0,3,7,2,8,1-10,SaaS,30,2
CUS-00022,2024-10,starter,67.2,0,1,1,1,15,1-10,SaaS,31,2
CUS-00022,2024-11,starter,67.52,0,6,9,1,16,1-10,SaaS,32,2
CUS-00022,2024-12,starter,67.84,0,2,3,1,20,1-10,SaaS,33,2
CUS-00023,2024-01,pro,203.12,0,10,9,1,49,200+,other,6,4
CUS-00023,2024-02,pro,204.13,0,7,9,0,62,200+,other,7,4
CUS-00023,2024-03,pro,205.15,0,5,5,0,49,200+,other,8,4
CUS-00023,2024-04,pro,206.16,0,9,13,1,45,200+,other,9,4
CUS-00023,2024-05,pro,207.18,0,8,8,1,46,200+,other,10,4
CUS-00023,2024-06,pro,208.2,0,7,6,1,50,200+,other,11,4
CUS-00023,2024-07,pro,209.21,0,10,11,1,49,200+,other,12,4
CUS-00023,2024-08,pro,210.23,0,6,7,1,48,200+,other,13,4
CUS-00023,2024-09,pro,211.24,0,8,9,3,53,200+,other,14,4
CUS-00023,2024-10,pro,212.26,0,3,7,1,47,200+,other,15,4
CUS-00023,2024-11,pro,213.27,0,7,9,0,55,200+,other,16,4
CUS-00023,2024-12,pro,214.29,0,5,4,2,46,200+,other,17,4
CUS-00024,2024-01,starter,60.69,0,5,9,1,9,1-10,SaaS,7,3
CUS-00024,2024-02,starter,60.99,0,5,9,0,12,1-10,SaaS,8,3
CUS-00024,2024-03,starter,61.3,0,2,7,1,3,1-10,SaaS,9,3
CUS-00024,2024-04,starter,61.6,0,3,3,2,14,1-10,SaaS,10,3
CUS-00024,2024-05,starter,61.9,0,2,3,2,4,1-10,SaaS,11,3
CUS-00024,2024-06,starter,62.21,1,2,7,5,7,1-10,SaaS,12,3
CUS-00024,2024-07,starter,62.51,0,2,2,2,5,1-10,SaaS,13,3
CUS-00024,2024-08,starter,62.81,0,5,5,0,12,1-10,SaaS,14,3
CUS-00024,2024-09,starter,63.12,0,5,5,0,10,1-10,SaaS,15,3
CUS-00024,2024-10,starter,63.42,0,2,9,2,11,1-10,SaaS,16,3
CUS-00024,2024-11,starter,63.72,0,3,11,0,8,1-10,SaaS,17,3
CUS-00024,2024-12,starter,64.03,0,6,11,0,4,1-10,SaaS,18,3
CUS-00025,2024-01,pro,204.9,0,6,16,2,16,51-200,ecommerce,4,4
CUS-00025,2024-02,pro,205.92,0,5,8,1,32,51-200,ecommerce,5,4
CUS-00025,2024-03,pro,206.95,1,7,9,0,21,51-200,ecommerce,6,4
CUS-00025,2024-04,pro,207.97,0,4,9,1,21,51-200,ecommerce,7,4
CUS-00025,2024-05,pro,209.0,0,7,8,0,21,51-200,ecommerce,8,4
CUS-00025,2024-06,pro,210.02,0,9,9,0,22,51-200,ecommerce,9,4
CUS-00025,2024-07,pro,211.05,0,7,5,1,23,51-200,ecommerce,10,4
CUS-00025,2024-08,pro,212.07,0,4,5,2,23,51-200,ecommerce,11,4
CUS-00025,2024-09,pro,213.1,0,4,12,0,24,51-200,ecommerce,12,4
CUS-00025,2024-10,pro,214.12,0,13,12,1,32,51-200,ecommerce,13,4
CUS-00025,2024-11,pro,215.15,0,9,10,2,25,51-200,ecommerce,14,4
CUS-00025,2024-12,pro,216.17,0,8,5,0,20,51-200,ecommerce,15,4
CUS-00026,2024-01,pro,232.42,0,9,13,1,34,11-50,other,31,15
CUS-00026,2024-02,pro,233.59,0,8,10,0,36,11-50,other,32,15
CUS-00026,2024-03,pro,234.75,0,12,17,2,36,11-50,other,33,15
CUS-00026,2024-04,pro,235.91,0,4,7,1,26,11-50,other,34,15
CUS-00026,2024-05,pro,237.07,0,4,4,1,38,11-50,other,35,15
CUS-00026,2024-06,pro,238.23,0,3,3,2,40,11-50,other,36,15
CUS-00026,2024-07,pro,239.4,0,4,6,1,33,11-50,other,37,15
CUS-00026,2024-08,pro,240.56,0,3,3,1,27,11-50,other,38,15
CUS-00026,2024-09,pro,241.72,0,5,4,0,40,11-50,other,39,15
CUS-00026,2024-10,pro,242.88,1,2,2,1,30,11-50,other,40,15
CUS-00026,2024-11,pro,244.04,0,5,8,0,31,11-50,other,41,15
CUS-00026,2024-12,pro,245.21,0,5,4,0,35,11-50,other,42,15
CUS-00027,2024-01,starter,47.37,0,3,5,2,19,1-10,other,6,1
CUS-00027,2024-02,starter,47.61,0,5,7,3,14,1-10,other,7,1
CUS-00027,2024-03,starter,47.85,0,6,7,1,13,1-10,other,8,1
CUS-00027,2024-04,starter,48.08,0,3,6,0,15,1-10,other,9,1
CUS-00027,2024-05,starter,48.32,0,2,4,0,15,1-10,other,10,1
CUS-00027,2024-06,starter,48.56,1,3,5,1,20,1-10,other,11,1
CUS-00027,2024-07,starter,48.8,0,3,5,0,19,1-10,other,12,1
CUS-00027,2024-08,starter,49.03,0,4,4,2,25,1-10,other,13,1
CUS-00027,2024-09,starter,49.27,0,3,8,1,15,1-10,other,14,1
CUS-00027,2024-10,starter,49.51,0,3,5,3,18,1-10,other,15,1
CUS-00027,2024-11,starter,49.74,0,2,6,0,13,1-10,other,16,1
CUS-00027,2024-12,starter,49.98,0,2,5,1,8,1-10,other,17,1
CUS-00028,2024-01,pro,162.03,0,10,10,1,40,51-200,fintech,9,4
CUS-00028,2024-02,pro,162.84,0,7,8,1,31,51-200,fintech,10,4
CUS-00028,2024-03,pro,163.65,0,3,2,0,29,51-200,fintech,11,4
CUS-00028,2024-04,pro,164.46,0,3,7,2,36,51-200,fintech,12,4
CUS-00028,2024-05,pro,165.27,0,3,8,2,28,51-200,fintech,13,4
CUS-00028,2024-06,pro,166.08,0,11,5,1,32,51-200,fintech,14,4
CUS-00028,2024-07,pro,166.89,1,1,3,1,27,51-200,fintech,15,4
CUS-00028,2024-08,pro,167.7,0,7,7,0,35,51-200,fintech,16,4
CUS-00028,2024-09,pro,168.51,0,7,7,2,38,51-200,fintech,17,4
CUS-00028,2024-10,pro,169.32,0,7,8,1,36,51-200,fintech,18,4
CUS-00028,2024-11,pro,170.13,0,3,2,0,33,51-200,fintech,19,4
CUS-00028,2024-12,pro,170.94,0,11,11,2,28,51-200,fintech,20,4
CUS-00029,2024-01,enterprise,1148.59,0,19,17,2,38,11-50,ecommerce,11,128
