user_id,date,variant,week,assignment_date,impressions,clicks,ctr,watch_time_min,content_type,platform,age_group,region,premium_user
MED-00121,2024-09-14,treatment,1,2024-09-10,6,0,0.0,5.07,video,mobile_app,25-34,NA,0
MED-00122,2024-09-19,treatment,1,2024-09-17,8,0,0.0,7.0,podcast,smart_tv,35-44,EU,0
MED-00123,2024-08-29,control,2,2024-08-27,11,0,0.0,6.5,video,mobile_app,55+,NA,0
MED-00124,2024-08-30,treatment,1,2024-08-30,14,0,0.0,1.06,podcast,web,35-44,NA,0
MED-00125,2024-08-31,treatment,1,2024-08-31,11,0,0.0,2.12,article,mobile_app,18-24,NA,0
MED-00126,2024-08-23,control,2,2024-08-21,8,1,0.125,12.31,podcast,web,18-24,EU,0
MED-00127,2024-09-14,treatment,2,2024-09-14,9,0,0.0,4.03,article,smart_tv,35-44,NA,0
MED-00128,2024-09-02,treatment,1,2024-09-01,10,0,0.0,0.88,article,web,35-44,LATAM,0
MED-00129,2024-09-08,control,2,2024-09-04,9,1,0.1111,30.14,podcast,mobile_app,18-24,NA,0
MED-00130,2024-09-08,control,2,2024-09-06,6,0,0.0,9.85,article,mobile_app,25-34,EU,0
MED-00131,2024-08-23,treatment,2,2024-08-23,7,0,0.0,13.69,article,web,35-44,EU,1
MED-00132,2024-08-05,control,1,2024-08-04,14,0,0.0,3.71,newsletter,mobile_app,35-44,EU,0
MED-00133,2024-08-02,treatment,2,2024-07-30,13,0,0.0,3.99,article,web,25-34,NA,0
MED-00134,2024-09-19,treatment,2,2024-09-19,9,0,0.0,4.45,newsletter,mobile_app,25-34,EU,0
MED-00135,2024-09-03,treatment,1,2024-08-31,10,0,0.0,3.82,article,web,18-24,EU,0
MED-00136,2024-09-20,control,1,2024-09-19,16,0,0.0,2.55,video,mobile_app,45-54,EU,1
MED-00137,2024-08-22,control,1,2024-08-21,10,0,0.0,8.61,video,mobile_app,18-24,NA,0
MED-00138,2024-09-21,control,2,2024-09-19,20,1,0.05,4.63,video,web,35-44,NA,1
MED-00139,2024-08-31,control,2,2024-08-27,22,0,0.0,8.48,video,mobile_app,35-44,NA,1
MED-00140,2024-08-08,treatment,2,2024-08-07,20,2,0.1,0.67,video,mobile_app,25-34,EU,1
MED-00141,2024-09-23,treatment,1,2024-09-22,9,0,0.0,12.24,video,smart_tv,18-24,NA,0
MED-00142,2024-08-16,treatment,2,2024-08-13,13,2,0.1538,7.69,newsletter,mobile_app,35-44,NA,1
MED-00143,2024-09-22,control,1,2024-09-22,7,0,0.0,4.78,video,web,45-54,NA,0
MED-00144,2024-08-10,treatment,1,2024-08-10,14,1,0.0714,11.67,podcast,mobile_app,55+,NA,1
MED-00145,2024-08-16,control,2,2024-08-13,13,0,0.0,7.75,video,mobile_app,25-34,NA,0
MED-00146,2024-09-11,control,1,2024-09-11,10,0,0.0,2.65,newsletter,smart_tv,25-34,NA,0
MED-00147,2024-09-15,treatment,2,2024-09-12,12,0,0.0,2.94,newsletter,web,55+,EU,1
MED-00148,2024-08-05,treatment,1,2024-08-04,11,2,0.1818,7.27,podcast,smart_tv,18-24,NA,0
MED-00149,2024-09-24,treatment,1,2024-09-22,18,1,0.0556,10.93,video,mobile_app,25-34,EU,0
MED-00150,2024-09-14,treatment,2,2024-09-13,10,0,0.0,1.92,video,mobile_app,35-44,NA,0
MED-00151,2024-08-19,control,2,2024-08-19,15,0,0.0,5.6,video,smart_tv,25-34,EU,0
MED-00152,2024-08-10,control,1,2024-08-09,12,0,0.0,3.96,video,web,18-24,APAC,1
MED-00153,2024-09-21,treatment,1,2024-09-21,15,2,0.1333,4.66,video,mobile_app,18-24,NA,0
MED-00154,2024-09-08,control,1,2024-09-07,11,0,0.0,11.79,article,smart_tv,35-44,EU,0
MED-00155,2024-09-26,treatment,2,2024-09-22,10,1,0.1,1.66,newsletter,web,35-44,APAC,0
MED-00156,2024-09-12,treatment,1,2024-09-08,8,0,0.0,0.88,video,mobile_app,45-54,NA,0
MED-00157,2024-08-26,control,2,2024-08-24,14,0,0.0,2.58,article,web,55+,NA,0
MED-00158,2024-09-01,control,2,2024-08-29,15,1,0.0667,8.27,article,web,18-24,EU,0
MED-00159,2024-08-22,control,2,2024-08-20,11,0,0.0,13.38,article,web,25-34,EU,1
MED-00160,2024-09-24,control,2,2024-09-20,16,1,0.0625,21.96,newsletter,web,18-24,APAC,0
MED-00161,2024-08-03,control,2,2024-08-01,11,0,0.0,2.0,article,smart_tv,18-24,EU,0
MED-00162,2024-08-01,treatment,2,2024-07-29,10,1,0.1,2.56,article,mobile_app,18-24,NA,0
MED-00163,2024-08-15,treatment,2,2024-08-13,18,2,0.1111,4.19,video,web,35-44,NA,1
MED-00164,2024-08-31,control,2,2024-08-28,13,1,0.0769,7.98,video,mobile_app,18-24,NA,0
MED-00165,2024-08-14,control,1,2024-08-11,13,0,0.0,19.11,newsletter,web,18-24,NA,0
MED-00166,2024-09-09,control,1,2024-09-09,16,1,0.0625,9.69,article,smart_tv,35-44,NA,0
MED-00167,2024-09-01,control,1,2024-08-28,9,0,0.0,13.31,video,mobile_app,45-54,NA,0
MED-00168,2024-08-12,treatment,1,2024-08-09,4,0,0.0,3.01,video,web,45-54,EU,0
MED-00169,2024-09-05,treatment,1,2024-09-05,18,2,0.1111,5.6,video,web,25-34,NA,0
MED-00170,2024-09-10,control,1,2024-09-09,10,0,0.0,1.04,article,mobile_app,25-34,NA,0
MED-00171,2024-09-09,control,1,2024-09-09,9,0,0.0,5.5,video,web,18-24,EU,0
MED-00172,2024-08-12,treatment,1,2024-08-12,11,0,0.0,1.67,article,mobile_app,35-44,NA,0
MED-00173,2024-09-07,control,2,2024-09-04,12,1,0.0833,6.86,video,mobile_app,25-34,NA,0
MED-00174,2024-09-28,control,2,2024-09-27,12,0,0.0,2.55,video,web,18-24,EU,0
MED-00175,2024-08-12,control,2,2024-08-10,17,0,0.0,1.26,podcast,smart_tv,35-44,NA,0
MED-00176,2024-09-05,control,2,2024-09-04,15,0,0.0,8.52,article,mobile_app,25-34,EU,1
MED-00177,2024-08-14,control,1,2024-08-10,13,0,0.0,0.61,podcast,mobile_app,25-34,NA,0
MED-00178,2024-09-14,control,1,2024-09-13,14,1,0.0714,5.41,video,mobile_app,18-24,APAC,0
MED-00179,2024-09-06,control,2,2024-09-06,9,0,0.0,10.31,video,mobile_app,55+,NA,0
MED-00180,2024-09-05,treatment,1,2024-09-04,13,0,0.0,4.12,video,web,25-34,APAC,0
MED-00181,2024-08-30,treatment,2,2024-08-30,16,0,0.0,0.81,newsletter,web,25-34,NA,0
MED-00182,2024-09-23,control,2,2024-09-19,20,3,0.15,9.4,article,mobile_app,25-34,EU,0
MED-00183,2024-08-14,control,1,2024-08-14,8,0,0.0,0.51,article,web,18-24,LATAM,0
MED-00184,2024-08-03,control,2,2024-07-31,10,1,0.1,5.55,video,mobile_app,45-54,NA,0
MED-00185,2024-09-29,treatment,2,2024-09-29,9,1,0.1111,14.81,video,smart_tv,35-44,EU,0
MED-00186,2024-09-04,control,1,2024-09-04,16,1,0.0625,10.52,video,mobile_app,55+,EU,0
MED-00187,2024-08-27,treatment,1,2024-08-27,16,2,0.125,1.71,article,web,55+,NA,0
MED-00188,2024-09-18,control,1,2024-09-15,16,0,0.0,1.8,article,mobile_app,35-44,APAC,0
MED-00189,2024-09-23,treatment,2,2024-09-23,12,0,0.0,1.16,video,web,25-34,APAC,0
MED-00190,2024-09-04,control,1,2024-09-01,12,0,0.0,7.12,article,mobile_app,18-24,EU,0
MED-00191,2024-08-26,treatment,1,2024-08-25,15,0,0.0,3.2,article,web,35-44,NA,1
MED-00192,2024-08-01,treatment,2,2024-07-29,16,2,0.125,14.74,newsletter,mobile_app,18-24,NA,0
MED-00193,2024-09-14,control,2,2024-09-14,12,0,0.0,8.42,article,mobile_app,45-54,LATAM,1
MED-00194,2024-08-20,control,2,2024-08-18,23,0,0.0,7.24,newsletter,mobile_app,18-24,EU,1
MED-00195,2024-09-04,treatment,2,2024-09-01,11,0,0.0,4.19,podcast,web,25-34,NA,0
MED-00196,2024-09-04,treatment,2,2024-09-02,12,0,0.0,0.83,newsletter,smart_tv,25-34,EU,1
MED-00197,2024-08-23,treatment,1,2024-08-22,16,0,0.0,20.29,newsletter,mobile_app,25-34,APAC,1
MED-00198,2024-09-22,treatment,1,2024-09-21,11,0,0.0,3.94,newsletter,web,35-44,APAC,1
MED-00199,2024-09-23,treatment,2,2024-09-21,20,0,0.0,10.49,podcast,smart_tv,18-24,NA,0
MED-00200,2024-08-11,control,1,2024-08-10,15,0,0.0,4.47,video,web,45-54,NA,0
MED-00201,2024-08-01,control,2,2024-07-30,12,1,0.0833,9.41,article,web,35-44,EU,0
MED-00202,2024-09-23,control,1,2024-09-21,12,0,0.0,2.39,video,web,35-44,NA,1
MED-00203,2024-08-30,control,2,2024-08-30,17,3,0.1765,15.68,article,web,18-24,EU,0
MED-00204,2024-09-02,treatment,1,2024-08-30,7,0,0.0,1.05,video,mobile_app,45-54,EU,0
MED-00205,2024-08-22,control,2,2024-08-20,13,0,0.0,4.83,article,smart_tv,18-24,EU,1
MED-00206,2024-08-14,control,1,2024-08-14,7,0,0.0,3.67,video,web,45-54,APAC,0
MED-00207,2024-09-12,control,1,2024-09-10,9,0,0.0,9.95,video,web,45-54,EU,0
MED-00208,2024-09-28,treatment,1,2024-09-27,16,0,0.0,19.68,video,smart_tv,18-24,NA,0
MED-00209,2024-08-09,treatment,1,2024-08-08,17,1,0.0588,3.9,podcast,mobile_app,35-44,NA,0
MED-00210,2024-09-13,control,1,2024-09-12,12,0,0.0,1.44,article,smart_tv,35-44,EU,0
MED-00211,2024-08-05,treatment,2,2024-08-01,15,0,0.0,9.89,article,web,25-34,NA,0
MED-00212,2024-08-02,control,2,2024-07-30,10,0,0.0,2.82,podcast,smart_tv,25-34,EU,0
MED-00213,2024-08-16,treatment,2,2024-08-12,16,0,0.0,0.61,video,mobile_app,45-54,NA,0
MED-00214,2024-09-04,control,1,2024-09-03,15,0,0.0,5.61,newsletter,mobile_app,25-34,APAC,0
MED-00215,2024-09-14,treatment,2,2024-09-10,15,0,0.0,2.62,article,smart_tv,18-24,LATAM,0
MED-00216,2024-08-03,treatment,2,2024-08-01,6,1,0.1667,7.75,video,mobile_app,25-34,NA,0
MED-00217,2024-09-17,control,2,2024-09-14,8,0,0.0,5.25,article,web,35-44,EU,0
MED-00218,2024-08-15,control,1,2024-08-13,18,0,0.0,6.29,video,mobile_app,45-54,NA,1
MED-00219,2024-08-18,treatment,1,2024-08-16,16,1,0.0625,5.85,newsletter,web,18-24,NA,0
MED-00220,2024-09-29,treatment,2,2024-09-28,11,2,0.1818,30.81,article,smart_tv,55+,NA,0
MED-00221,2024-09-01,control,2,2024-09-01,11,0,0.0,2.47,article,mobile_app,25-34,NA,0
MED-00222,2024-08-24,treatment,1,2024-08-20,13,0,0.0,19.56,podcast,mobile_app,45-54,LATAM,0
MED-00223,2024-08-25,treatment,1,2024-08-21,14,0,0.0,10.51,video,mobile_app,25-34,NA,0
MED-00224,2024-08-03,control,2,2024-07-30,12,0,0.0,4.76,article,mobile_app,25-34,LATAM,0
MED-00225,2024-08-08,control,2,2024-08-08,15,1,0.0667,6.33,video,mobile_app,55+,EU,0
MED-00226,2024-08-01,control,1,2024-07-30,16,0,0.0,10.46,video,mobile_app,18-24,EU,0
MED-00227,2024-09-26,treatment,1,2024-09-22,13,0,0.0,13.38,video,mobile_app,35-44,EU,0
MED-00228,2024-09-25,control,2,2024-09-23,17,1,0.0588,4.52,video,web,35-44,APAC,1
MED-00229,2024-08-20,treatment,1,2024-08-19,12,0,0.0,9.23,video,mobile_app,25-34,APAC,0
MED-00230,2024-08-04,control,1,2024-07-31,10,0,0.0,10.72,article,mobile_app,25-34,NA,0
MED-00231,2024-09-21,treatment,1,2024-09-19,18,1,0.0556,4.79,video,mobile_app,18-24,NA,1
MED-00232,2024-08-11,control,1,2024-08-07,12,0,0.0,8.46,article,smart_tv,55+,NA,0
MED-00233,2024-09-02,control,2,2024-08-31,13,0,0.0,4.47,newsletter,smart_tv,18-24,EU,0
MED-00234,2024-08-19,treatment,2,2024-08-19,14,0,0.0,4.74,video,smart_tv,18-24,NA,1
MED-00235,2024-09-05,control,1,2024-09-04,13,0,0.0,4.47,video,mobile_app,25-34,NA,0
MED-00236,2024-08-31,treatment,2,2024-08-30,5,0,0.0,7.57,video,smart_tv,35-44,EU,0
MED-00237,2024-09-08,treatment,2,2024-09-07,10,2,0.2,5.49,video,mobile_app,18-24,APAC,0
MED-00238,2024-08-11,control,1,2024-08-07,16,4,0.25,2.82,video,mobile_app,25-34,NA,0
MED-00239,2024-08-13,treatment,2,2024-08-09,12,0,0.0,3.6,article,smart_tv,35-44,NA,0
MED-00240,2024-08-11,treatment,2,2024-08-08,10,0,0.0,5.46,video,mobile_app,45-54,EU,0
MED-00241,2024-08-07,control,1,2024-08-03,12,2,0.1667,1.22,article,mobile_app,45-54,EU,0
MED-00242,2024-09-19,control,2,2024-09-19,10,0,0.0,7.66,video,smart_tv,18-24,APAC,0
MED-00243,2024-08-13,treatment,2,2024-08-12,12,0,0.0,1.2,video,mobile_app,35-44,EU,0
MED-00244,2024-09-04,control,2,2024-09-03,10,2,0.2,9.76,article,mobile_app,35-44,EU,1
MED-00245,2024-09-25,treatment,2,2024-09-24,12,2,0.1667,7.81,article,smart_tv,18-24,EU,0
MED-00246,2024-08-25,treatment,2,2024-08-24,13,1,0.0769,16.91,podcast,mobile_app,25-34,EU,0
MED-00247,2024-09-07,control,2,2024-09-04,13,0,0.0,8.97,article,web,25-34,NA,0
MED-00248,2024-08-05,treatment,1,2024-08-04,10,0,0.0,2.59,article,mobile_app,55+,NA,0
MED-00249,2024-09-02,control,2,2024-09-02,14,1,0.0714,13.11,video,web,18-24,EU,1
MED-00250,2024-09-02,control,1,2024-08-29,19,0,0.0,9.45,video,smart_tv,25-34,APAC,1
MED-00251,2024-09-03,treatment,1,2024-09-01,8,2,0.25,4.57,video,mobile_app,45-54,NA,0
MED-00252,2024-08-12,control,1,2024-08-08,17,3,0.1765,10.97,video,mobile_app,35-44,EU,0
MED-00253,2024-09-06,treatment,2,2024-09-03,15,1,0.0667,5.98,video,mobile_app,25-34,APAC,1
MED-00254,2024-08-19,treatment,2,2024-08-18,17,0,0.0,3.92,podcast,mobile_app,25-34,APAC,0
MED-00255,2024-08-31,control,1,2024-08-27,9,0,0.0,7.98,newsletter,web,45-54,APAC,0
MED-00256,2024-09-19,control,2,2024-09-19,10,1,0.1,6.1,video,web,18-24,EU,0
MED-00257,2024-08-26,treatment,2,2024-08-26,8,0,0.0,1.95,video,smart_tv,35-44,EU,0
MED-00258,2024-09-12,treatment,2,2024-09-11,11,1,0.0909,6.74,article,web,55+,EU,1
